invoice_ref,merchant_id,billed_amount,currency,issue_date,due_date,status
INV40937059,MERCH012,7159.77,INR,2026-08-11 02:58:21.391760,2026-08-26 02:58:21.391760,OPEN
INV4837968A,MERCH011,3991.98,INR,2026-08-22 03:35:21.391779,2026-09-06 03:35:21.391779,DISPUTED
INVA21EB3EA,MERCH010,928.64,INR,2026-07-24 17:46:21.391802,2026-08-08 17:46:21.391802,PAID
INV8791B776,MERCH003,5802.74,INR,2026-08-05 16:32:21.391818,2026-08-20 16:32:21.391818,PAID
INVD6D4823E,MERCH013,1028.49,INR,2026-08-22 04:06:21.391834,2026-09-06 04:06:21.391834,PAID
INVB386AA28,MERCH005,13087.11,INR,2026-08-02 14:48:21.391849,2026-08-17 14:48:21.391849,OPEN
INV0C17B83D,MERCH014,3285.94,INR,2026-08-15 08:28:21.391880,2026-08-30 08:28:21.391880,DISPUTED
INVEE48A171,MERCH007,13415.99,INR,2026-08-17 09:32:21.391897,2026-09-01 09:32:21.391897,PAID
INV2AC23F51,MERCH004,3039.11,INR,2026-07-31 21:39:21.391913,2026-08-15 21:39:21.391913,PAID
INVB2781194,MERCH020,588.87,INR,2026-08-12 09:31:21.391925,2026-08-27 09:31:21.391925,PAID
INV7549DB3D,MERCH015,11287.12,INR,2026-08-01 06:13:21.391941,2026-08-16 06:13:21.391941,PAID
INVD22EECF1,MERCH015,10307.42,INR,2026-08-16 20:26:21.391951,2026-08-31 20:26:21.391951,DISPUTED
INVF5270EA4,MERCH007,10139.69,INR,2026-08-09 22:52:21.391962,2026-08-24 22:52:21.391962,DISPUTED
INV40913F1C,MERCH017,4688.86,INR,2026-08-08 00:31:21.391972,2026-08-23 00:31:21.391972,PAID
INVCBE7B0B6,MERCH009,7693.57,INR,2026-08-12 19:42:21.391982,2026-08-27 19:42:21.391982,OPEN
INVEFFC2069,MERCH010,983.59,INR,2026-08-22 08:24:21.391992,2026-09-06 08:24:21.391992,PAID
INVEEFEE7F3,MERCH014,4318.05,INR,2026-07-28 22:45:21.392009,2026-08-12 22:45:21.392009,OPEN
INVE128A5C1,MERCH014,3990.67,INR,2026-08-23 01:09:21.392021,2026-09-07 01:09:21.392021,PAID
INVE4214CFD,MERCH013,1013.35,INR,2026-08-24 02:42:21.392032,2026-09-08 02:42:21.392032,PAID
INVEA1E95D9,MERCH005,11122.93,INR,2026-08-20 12:23:21.392042,2026-09-04 12:23:21.392042,PAID
INVF97D8557,MERCH016,8279.02,INR,2026-08-22 13:25:21.392052,2026-09-06 13:25:21.392052,PAID
INVED3DC48B,MERCH018,9088.53,INR,2026-07-24 14:03:21.392063,2026-08-08 14:03:21.392063,DISPUTED
INV5290C4DF,MERCH004,3804.15,INR,2026-08-21 12:26:21.392072,2026-09-05 12:26:21.392072,DISPUTED
INV97FD678F,MERCH003,3998.7,INR,2026-08-20 22:03:21.392088,2026-09-04 22:03:21.392088,OPEN
INVFACAE986,MERCH017,2909.85,INR,2026-08-15 00:41:21.392102,2026-08-30 00:41:21.392102,PAID
INV73F3A061,MERCH008,1569.59,INR,2026-08-06 00:30:21.392113,2026-08-21 00:30:21.392113,PAID
INV234104BD,MERCH003,5295.76,INR,2026-07-29 21:06:21.392125,2026-08-13 21:06:21.392125,DISPUTED
INVB832DA51,MERCH016,7945.79,INR,2026-08-22 17:17:21.392136,2026-09-06 17:17:21.392136,PAID
INV74323FBC,MERCH001,9430.0,INR,2026-08-16 13:59:21.392152,2026-08-31 13:59:21.392152,PAID
INV39A43A15,MERCH005,11669.31,INR,2026-08-23 02:07:21.392166,2026-09-07 02:07:21.392166,PAID
INV6C56C194,MERCH015,11609.6,INR,2026-08-19 09:37:21.392176,2026-09-03 09:37:21.392176,OPEN
INV5BE00087,MERCH010,912.88,INR,2026-08-18 11:51:21.392186,2026-09-02 11:51:21.392186,OPEN
INV71085151,MERCH011,4275.68,INR,2026-07-28 20:11:21.392201,2026-08-12 20:11:21.392201,OPEN
INVCE869957,MERCH007,12450.4,INR,2026-08-15 01:46:21.392212,2026-08-30 01:46:21.392212,PAID
INV3C141FC9,MERCH009,7292.54,INR,2026-07-27 00:54:21.392228,2026-08-11 00:54:21.392228,DISPUTED
INV83B162C7,MERCH011,4041.96,INR,2026-08-18 21:57:21.392240,2026-09-02 21:57:21.392240,PAID
INVCCDB0835,MERCH017,3672.24,INR,2026-08-11 11:14:21.392252,2026-08-26 11:14:21.392252,PAID
INVC7E1FE32,MERCH018,9604.62,INR,2026-08-15 03:35:21.392262,2026-08-30 03:35:21.392262,PAID
INV4D0FAD2A,MERCH010,866.04,INR,2026-08-11 07:57:21.392272,2026-08-26 07:57:21.392272,PAID
INVA066D410,MERCH015,11819.49,INR,2026-08-22 13:46:21.392287,2026-09-06 13:46:21.392287,DISPUTED
INVB36572A9,MERCH009,5492.92,INR,2026-08-23 10:59:21.392300,2026-09-07 10:59:21.392300,PAID
INV25BB0FC5,MERCH017,2942.0,INR,2026-07-29 13:58:21.392310,2026-08-13 13:58:21.392310,OPEN
INVC92E5EF7,MERCH005,12645.68,INR,2026-08-10 12:33:21.392321,2026-08-25 12:33:21.392321,PAID
INV92E8002E,MERCH012,6388.8,INR,2026-08-13 01:05:21.392334,2026-08-28 01:05:21.392334,PAID
INV1AA3F6BD,MERCH015,11285.55,INR,2026-07-31 11:05:21.392346,2026-08-15 11:05:21.392346,PAID
INVD176360B,MERCH013,844.31,INR,2026-08-13 17:24:21.392358,2026-08-28 17:24:21.392358,OPEN
INV0094839E,MERCH001,9616.78,INR,2026-08-11 20:34:21.392368,2026-08-26 20:34:21.392368,PAID
INV3D2BEE71,MERCH015,8180.25,INR,2026-08-17 18:23:21.392379,2026-09-01 18:23:21.392379,PAID
INVCDF6518E,MERCH004,3881.2,INR,2026-08-18 15:13:21.392390,2026-09-02 15:13:21.392390,PAID
INV6ECD038B,MERCH012,8174.53,INR,2026-08-02 11:06:21.392401,2026-08-17 11:06:21.392401,PAID
INV14B5B86E,MERCH010,1063.21,INR,2026-07-25 15:01:21.392411,2026-08-09 15:01:21.392411,PAID
INVF29AF336,MERCH017,2993.24,INR,2026-08-17 10:29:21.392421,2026-09-01 10:29:21.392421,PAID
INVC353A61E,MERCH016,9981.4,INR,2026-08-12 22:50:21.392431,2026-08-27 22:50:21.392431,PAID
INVC12681BD,MERCH020,612.85,INR,2026-07-27 11:37:21.392442,2026-08-11 11:37:21.392442,DISPUTED
INVF170B3EE,MERCH016,6271.75,INR,2026-07-28 19:37:21.392452,2026-08-12 19:37:21.392452,PAID
INVA4C77807,MERCH003,4302.62,INR,2026-08-09 22:58:21.392464,2026-08-24 22:58:21.392464,PAID
INVC9312018,MERCH005,13281.01,INR,2026-08-03 19:30:21.392476,2026-08-18 19:30:21.392476,DISPUTED
INVA1AD46CC,MERCH017,3026.67,INR,2026-07-26 11:48:21.392488,2026-08-10 11:48:21.392488,PAID
INV5910FCCA,MERCH010,995.11,INR,2026-08-02 06:19:21.392498,2026-08-17 06:19:21.392498,PAID
INVFA917E2C,MERCH003,4998.75,INR,2026-08-16 07:01:21.392508,2026-08-31 07:01:21.392508,PAID
INV150E7829,MERCH005,9542.09,INR,2026-08-21 21:00:21.392518,2026-09-05 21:00:21.392518,PAID
INV1273BD5E,MERCH006,8801.87,INR,2026-08-02 17:55:21.392528,2026-08-17 17:55:21.392528,PAID
INV578D5935,MERCH019,15779.7,INR,2026-08-22 12:00:21.392538,2026-09-06 12:00:21.392538,PAID
INVBE1934CE,MERCH007,14466.66,INR,2026-07-30 19:15:21.392548,2026-08-14 19:15:21.392548,OPEN
INV0F7C37FA,MERCH016,9614.86,INR,2026-08-04 04:11:21.392558,2026-08-19 04:11:21.392558,DISPUTED
INVA857A6A6,MERCH010,819.28,INR,2026-08-10 10:57:21.392575,2026-08-25 10:57:21.392575,PAID
INV932A51D6,MERCH015,8488.22,INR,2026-08-13 18:32:21.392589,2026-08-28 18:32:21.392589,PAID
INV322750CE,MERCH012,8491.18,INR,2026-08-12 08:53:21.392599,2026-08-27 08:53:21.392599,OPEN
INVD562A5A1,MERCH011,3684.86,INR,2026-08-10 06:32:21.392609,2026-08-25 06:32:21.392609,OPEN
INVFBE63399,MERCH010,1003.44,INR,2026-07-25 00:46:21.392624,2026-08-09 00:46:21.392624,DISPUTED
INV0A95AAD2,MERCH008,2314.63,INR,2026-07-29 02:42:21.392635,2026-08-13 02:42:21.392635,PAID
INV1BEED2DD,MERCH007,12426.74,INR,2026-07-31 08:10:21.392645,2026-08-15 08:10:21.392645,DISPUTED
INVF66F8E05,MERCH016,9473.32,INR,2026-08-22 01:09:21.392660,2026-09-06 01:09:21.392660,PAID
INV3644CD88,MERCH007,11808.31,INR,2026-08-06 02:38:21.392675,2026-08-21 02:38:21.392675,PAID
INVD122EC22,MERCH016,6418.21,INR,2026-08-02 22:23:21.392710,2026-08-17 22:23:21.392710,OPEN
INV9D2A24A9,MERCH004,3116.44,INR,2026-08-11 08:45:21.392742,2026-08-26 08:45:21.392742,PAID
INV30B1B785,MERCH013,795.38,INR,2026-08-05 20:29:21.392762,2026-08-20 20:29:21.392762,PAID
INV24AA0E4E,MERCH003,4996.15,INR,2026-08-11 21:13:21.392780,2026-08-26 21:13:21.392780,PAID
INV862EA239,MERCH020,575.25,INR,2026-08-21 01:18:21.392796,2026-09-05 01:18:21.392796,PAID
INVBC2C90FB,MERCH005,10414.83,INR,2026-08-17 18:09:21.392813,2026-09-01 18:09:21.392813,OPEN
INV8C22FE87,MERCH002,1061.19,INR,2026-07-29 22:08:21.392830,2026-08-13 22:08:21.392830,PAID
INV9B825539,MERCH020,628.35,INR,2026-07-26 21:33:21.392889,2026-08-10 21:33:21.392889,PAID
INVAD0A973F,MERCH006,8636.98,INR,2026-07-29 04:04:21.392904,2026-08-13 04:04:21.392904,DISPUTED
INVDDB16B5E,MERCH019,13819.98,INR,2026-08-14 21:49:21.392916,2026-08-29 21:49:21.392916,PAID
INV82FABCC5,MERCH011,2961.33,INR,2026-08-06 03:51:21.392929,2026-08-21 03:51:21.392929,DISPUTED
INV64429998,MERCH009,4154.96,INR,2026-07-24 16:51:21.392940,2026-08-08 16:51:21.392940,PAID
INV5D6FD5B5,MERCH002,794.18,INR,2026-08-03 14:02:21.392951,2026-08-18 14:02:21.392951,PAID
INV4673B35C,MERCH008,1679.7,INR,2026-08-22 18:57:21.392962,2026-09-06 18:57:21.392962,PAID
INVF33760A0,MERCH001,8348.32,INR,2026-08-10 15:28:21.392977,2026-08-25 15:28:21.392977,DISPUTED
INV57339CFC,MERCH002,911.46,INR,2026-08-02 09:08:21.392987,2026-08-17 09:08:21.392987,PAID
INVB30BB4B7,MERCH016,7322.02,INR,2026-08-18 22:43:21.392998,2026-09-02 22:43:21.392998,PAID
INV8726A8B2,MERCH018,8856.7,INR,2026-08-12 15:52:21.393008,2026-08-27 15:52:21.393008,DISPUTED
INVAEA5F066,MERCH007,15008.63,INR,2026-08-15 06:22:21.393019,2026-08-30 06:22:21.393019,PAID
INV1C5DCC29,MERCH016,8131.67,INR,2026-08-13 22:19:21.393029,2026-08-28 22:19:21.393029,PAID
INVE1103E12,MERCH010,1083.5,INR,2026-08-12 00:49:21.393041,2026-08-27 00:49:21.393041,PAID
INV2004C387,MERCH010,1077.66,INR,2026-08-23 03:56:21.393051,2026-09-07 03:56:21.393051,PAID
INVF4180699,MERCH015,8548.02,INR,2026-08-18 06:49:21.393061,2026-09-02 06:49:21.393061,PAID
INV909AEC2B,MERCH018,7175.46,INR,2026-08-02 05:33:21.393071,2026-08-17 05:33:21.393071,PAID
INV32B719C1,MERCH008,2304.94,INR,2026-08-16 17:27:21.393088,2026-08-31 17:27:21.393088,OPEN
INV8AA6FB64,MERCH014,3728.57,INR,2026-08-13 15:11:21.393101,2026-08-28 15:11:21.393101,PAID
INVE8FD7312,MERCH001,13719.05,INR,2026-08-19 00:00:21.393111,2026-09-03 00:00:21.393111,DISPUTED
INV652EC0A1,MERCH007,12206.09,INR,2026-07-31 04:21:21.393121,2026-08-15 04:21:21.393121,OPEN
INV72B4F7B2,MERCH003,4206.01,INR,2026-07-31 13:47:21.393132,2026-08-15 13:47:21.393132,PAID
INVACCABA2B,MERCH014,3081.58,INR,2026-07-27 07:42:21.393142,2026-08-11 07:42:21.393142,DISPUTED
INV47A60B40,MERCH016,9217.97,INR,2026-07-28 03:45:21.393157,2026-08-12 03:45:21.393157,OPEN
INVF97B81FC,MERCH010,1146.16,INR,2026-08-05 18:35:21.393167,2026-08-20 18:35:21.393167,PAID
INVFF3E9884,MERCH015,11782.53,INR,2026-08-09 08:47:21.393178,2026-08-24 08:47:21.393178,DISPUTED
INVCBE4EF2D,MERCH009,6532.81,INR,2026-08-18 10:20:21.393187,2026-09-02 10:20:21.393187,DISPUTED
INV0C2A4BA5,MERCH009,6585.09,INR,2026-08-14 04:05:21.393198,2026-08-29 04:05:21.393198,PAID
INVB5121482,MERCH020,579.51,INR,2026-07-27 16:44:21.393208,2026-08-11 16:44:21.393208,DISPUTED
INVA228AB87,MERCH017,3432.46,INR,2026-08-21 08:33:21.393219,2026-09-05 08:33:21.393219,PAID
INV4B964847,MERCH008,1996.51,INR,2026-08-24 05:17:21.393229,2026-09-08 05:17:21.393229,DISPUTED
INV1DC69983,MERCH009,7424.69,INR,2026-07-31 19:41:21.393240,2026-08-15 19:41:21.393240,PAID
INVB8D8F333,MERCH008,1696.84,INR,2026-08-22 16:34:21.393250,2026-09-06 16:34:21.393250,PAID
INVDC860F1D,MERCH006,8797.66,INR,2026-07-26 14:52:21.393262,2026-08-10 14:52:21.393262,OPEN
INVAB14D1D5,MERCH010,1024.56,INR,2026-08-12 18:27:21.393272,2026-08-27 18:27:21.393272,PAID
INV167C6659,MERCH016,9198.52,INR,2026-08-10 15:06:21.393289,2026-08-25 15:06:21.393289,PAID
INV617F564A,MERCH008,2000.4,INR,2026-08-07 23:08:21.393305,2026-08-22 23:08:21.393305,OPEN
INV7B566039,MERCH019,13987.59,INR,2026-08-05 20:32:21.393318,2026-08-20 20:32:21.393318,PAID
INV824F37B8,MERCH017,4146.43,INR,2026-08-20 16:28:21.393330,2026-09-04 16:28:21.393330,DISPUTED
INVACD8F7A8,MERCH003,4880.21,INR,2026-08-10 09:09:21.393342,2026-08-25 09:09:21.393342,DISPUTED
INVFED58F5F,MERCH019,11448.17,INR,2026-08-06 22:58:21.393353,2026-08-21 22:58:21.393353,OPEN
INV86D90FF6,MERCH013,884.58,INR,2026-08-06 11:39:21.393364,2026-08-21 11:39:21.393364,PAID
INVA25842B2,MERCH003,4522.79,INR,2026-07-26 10:42:21.393377,2026-08-10 10:42:21.393377,OPEN
INV7D14E04B,MERCH010,797.96,INR,2026-08-13 01:13:21.393424,2026-08-28 01:13:21.393424,DISPUTED
INVF1E89B76,MERCH003,4904.19,INR,2026-08-04 02:34:21.393439,2026-08-19 02:34:21.393439,DISPUTED
INV7BE5D1BF,MERCH017,4410.92,INR,2026-07-31 13:22:21.393450,2026-08-15 13:22:21.393450,DISPUTED
INV7B1478F9,MERCH018,10845.0,INR,2026-07-29 06:26:21.393461,2026-08-13 06:26:21.393461,PAID
INV4B50DFDE,MERCH005,10756.53,INR,2026-08-22 16:15:21.393472,2026-09-06 16:15:21.393472,OPEN
INVE2BAB38D,MERCH008,2169.73,INR,2026-08-22 10:03:21.393482,2026-09-06 10:03:21.393482,DISPUTED
INV61D0797D,MERCH020,537.51,INR,2026-08-01 12:16:21.393493,2026-08-16 12:16:21.393493,PAID
INV4D427323,MERCH018,7425.54,INR,2026-07-31 12:33:21.393504,2026-08-15 12:33:21.393504,PAID
INVA8FE3D67,MERCH008,1875.3,INR,2026-08-05 17:52:21.393514,2026-08-20 17:52:21.393514,PAID
INV939AF933,MERCH010,793.64,INR,2026-08-02 21:27:21.393527,2026-08-17 21:27:21.393527,PAID
INV05DD052F,MERCH009,8113.05,INR,2026-08-03 16:14:21.393539,2026-08-18 16:14:21.393539,DISPUTED
INV4892C02A,MERCH002,941.18,INR,2026-07-24 16:59:21.393550,2026-08-08 16:59:21.393550,PAID
INV68A941D1,MERCH014,3143.63,INR,2026-07-30 20:11:21.393564,2026-08-14 20:11:21.393564,PAID
INV6037C461,MERCH010,974.96,INR,2026-07-29 22:43:21.393575,2026-08-13 22:43:21.393575,DISPUTED
INV14EA8D43,MERCH014,3213.24,INR,2026-08-16 07:20:21.393587,2026-08-31 07:20:21.393587,DISPUTED
INV5230B68A,MERCH012,7679.7,INR,2026-08-06 13:48:21.393601,2026-08-21 13:48:21.393601,OPEN
INV5B7EBF16,MERCH009,5971.45,INR,2026-07-28 11:29:21.393618,2026-08-12 11:29:21.393618,PAID
INVB516FF6C,MERCH016,9200.25,INR,2026-07-28 03:22:21.393634,2026-08-12 03:22:21.393634,PAID
INV1AB6E3AB,MERCH007,14088.9,INR,2026-07-26 05:57:21.393649,2026-08-10 05:57:21.393649,PAID
INVFD081CB1,MERCH013,874.34,INR,2026-08-07 02:52:21.393662,2026-08-22 02:52:21.393662,DISPUTED
INV36664D3F,MERCH015,9007.87,INR,2026-08-12 20:45:21.393674,2026-08-27 20:45:21.393674,DISPUTED
INVBB470FAF,MERCH004,3662.57,INR,2026-07-31 02:43:21.393704,2026-08-15 02:43:21.393704,PAID
INV2D7A3309,MERCH011,3265.65,INR,2026-08-01 09:40:21.393732,2026-08-16 09:40:21.393732,DISPUTED
INVADED1EC9,MERCH010,993.76,INR,2026-08-18 03:27:21.393749,2026-09-02 03:27:21.393749,PAID
INVD18042FE,MERCH016,6488.84,INR,2026-08-15 21:55:21.393766,2026-08-30 21:55:21.393766,DISPUTED
INVA32533D3,MERCH006,9538.81,INR,2026-08-19 08:55:21.393782,2026-09-03 08:55:21.393782,DISPUTED
INV51619C7C,MERCH006,11429.36,INR,2026-08-08 11:48:21.393806,2026-08-23 11:48:21.393806,OPEN
INV70650BF3,MERCH001,9162.53,INR,2026-08-19 17:27:21.393828,2026-09-03 17:27:21.393828,PAID
INV66249991,MERCH001,9982.25,INR,2026-08-04 16:59:21.393845,2026-08-19 16:59:21.393845,DISPUTED
INV9283E7A9,MERCH016,9310.9,INR,2026-08-23 20:06:21.393864,2026-09-07 20:06:21.393864,OPEN
INV9EEAE3AF,MERCH001,9001.8,INR,2026-08-23 20:49:21.393881,2026-09-07 20:49:21.393881,PAID
INV6FE94303,MERCH004,3681.51,INR,2026-08-08 09:26:21.393900,2026-08-23 09:26:21.393900,PAID
INV3EAA431E,MERCH012,7742.13,INR,2026-07-25 01:12:21.393912,2026-08-09 01:12:21.393912,PAID
INV177076DF,MERCH008,1936.62,INR,2026-08-03 11:00:21.393923,2026-08-18 11:00:21.393923,OPEN
INV2C2EB758,MERCH013,803.31,INR,2026-08-04 12:57:21.393934,2026-08-19 12:57:21.393934,OPEN
INVA6916014,MERCH016,9134.78,INR,2026-08-04 03:05:21.393944,2026-08-19 03:05:21.393944,OPEN
INV393FA417,MERCH008,1845.69,INR,2026-08-16 11:42:21.393955,2026-08-31 11:42:21.393955,PAID
INV010601DF,MERCH018,10811.64,INR,2026-08-19 03:40:21.393965,2026-09-03 03:40:21.393965,PAID
INV8D757073,MERCH013,952.06,INR,2026-08-06 00:58:21.393979,2026-08-21 00:58:21.393979,PAID
INVB0EB68E7,MERCH013,852.52,INR,2026-07-29 14:55:21.393990,2026-08-13 14:55:21.393990,PAID
INVA71F9684,MERCH002,913.91,INR,2026-08-13 17:52:21.394001,2026-08-28 17:52:21.394001,DISPUTED
INV89B5FC4E,MERCH011,3823.9,INR,2026-08-04 04:51:21.394011,2026-08-19 04:51:21.394011,DISPUTED
INV5F13E4EF,MERCH001,9611.42,INR,2026-08-09 19:14:21.394323,2026-08-24 19:14:21.394323,PAID
INV9F4C171C,MERCH009,5251.0,INR,2026-07-30 14:50:21.394342,2026-08-14 14:50:21.394342,PAID
INVE7FEFACD,MERCH012,7429.83,INR,2026-08-15 15:46:21.394360,2026-08-30 15:46:21.394360,DISPUTED
INV03B6EB53,MERCH020,652.61,INR,2026-08-11 19:34:21.394376,2026-08-26 19:34:21.394376,PAID
INVF96AAC55,MERCH010,1040.65,INR,2026-08-03 09:21:21.394393,2026-08-18 09:21:21.394393,OPEN
INV2DB768D8,MERCH006,9638.62,INR,2026-08-12 15:32:21.394407,2026-08-27 15:32:21.394407,PAID
INV764AF2D5,MERCH019,11652.52,INR,2026-08-03 19:57:21.394421,2026-08-18 19:57:21.394421,PAID
INV0A85D8CD,MERCH005,11657.11,INR,2026-08-19 02:48:21.394435,2026-09-03 02:48:21.394435,OPEN
INV74D084E3,MERCH016,9411.48,INR,2026-07-24 20:09:21.394450,2026-08-08 20:09:21.394450,DISPUTED
INV79954BAC,MERCH015,11302.8,INR,2026-08-09 08:36:21.394469,2026-08-24 08:36:21.394469,PAID
INV4FE5ABC3,MERCH002,845.99,INR,2026-08-18 23:05:21.394486,2026-09-02 23:05:21.394486,OPEN
INV915D2CB4,MERCH009,7429.84,INR,2026-07-30 19:49:21.394500,2026-08-14 19:49:21.394500,PAID
INVC8416F44,MERCH014,3892.72,INR,2026-07-31 06:22:21.394516,2026-08-15 06:22:21.394516,PAID
INV3128D6BE,MERCH003,4994.9,INR,2026-08-10 09:52:21.394530,2026-08-25 09:52:21.394530,PAID
INVFDF19BD8,MERCH020,570.18,INR,2026-08-20 06:49:21.394545,2026-09-04 06:49:21.394545,PAID
INVFEF8141D,MERCH018,173798.77,INR,2026-08-07 08:21:21.394560,2026-08-22 08:21:21.394560,PAID
INVE4CA7A92,MERCH019,232622.24,INR,2026-07-27 20:44:21.394573,2026-08-11 20:44:21.394573,PAID
INV81E7C43D,MERCH014,97372.12,INR,2026-08-15 17:33:21.394590,2026-08-30 17:33:21.394590,PAID
INVD4AFCEF7,MERCH005,286970.95,INR,2026-07-29 05:53:21.394604,2026-08-13 05:53:21.394604,DISPUTED
INV350EA8BC,MERCH005,264506.64,INR,2026-08-15 17:15:21.394614,2026-08-30 17:15:21.394614,DISPUTED
INV9E108E45,MERCH003,109973.99,INR,2026-07-27 11:16:21.394624,2026-08-11 11:16:21.394624,PAID
INV3CB4C366,MERCH012,170802.76,INR,2026-08-09 03:04:21.394635,2026-08-24 03:04:21.394635,OPEN
INV05B6F502,MERCH015,243345.79,INR,2026-08-02 01:47:21.394646,2026-08-17 01:47:21.394646,DISPUTED
INV7073C6AC,MERCH007,396674.46,INR,2026-07-29 07:10:21.394656,2026-08-13 07:10:21.394656,PAID
INV50BB86D0,MERCH010,18703.01,INR,2026-08-06 09:05:21.394666,2026-08-21 09:05:21.394666,PAID
INV6B0E929C,MERCH002,13534.33,INR,2026-08-03 23:40:21.394675,2026-08-18 23:40:21.394675,PAID
INV1ED34794,MERCH015,216802.53,INR,2026-07-25 00:29:21.394707,2026-08-09 00:29:21.394707,PAID
INVF7D7EE63,MERCH006,289939.82,INR,2026-07-27 05:36:21.394737,2026-08-11 05:36:21.394737,PAID
INV1850ECA8,MERCH003,92350.98,INR,2026-07-26 17:31:21.394753,2026-08-10 17:31:21.394753,DISPUTED
INVD912C823,MERCH010,24130.86,INR,2026-07-31 06:14:21.394769,2026-08-15 06:14:21.394769,OPEN
INV3284E0E2,MERCH001,177857.61,INR,2026-08-22 09:04:21.394784,2026-09-06 09:04:21.394784,DISPUTED
INVD30CA7A7,MERCH001,147757.1,INR,2026-08-14 09:46:21.394798,2026-08-29 09:46:21.394798,PAID
INV99185715,MERCH016,134950.89,INR,2026-08-12 10:55:21.394814,2026-08-27 10:55:21.394814,OPEN
INV62A62C5F,MERCH011,75289.41,INR,2026-08-15 09:17:21.394830,2026-08-30 09:17:21.394830,PAID
INV366FDDEF,MERCH003,103032.1,INR,2026-08-23 18:00:21.394846,2026-09-07 18:00:21.394846,DISPUTED
INV1FAA4A15,MERCH012,2339.37,INR,2026-08-01 07:01:21.394864,2026-08-16 07:01:21.394864,DISPUTED
INV627456BF,MERCH007,4038.85,INR,2026-07-31 10:04:21.394883,2026-08-15 10:04:21.394883,DISPUTED
INV0CB45FDA,MERCH011,1105.84,INR,2026-07-30 09:26:21.394903,2026-08-14 09:26:21.394903,PAID
INVA3C7E12D,MERCH018,2687.56,INR,2026-08-14 15:40:21.394918,2026-08-29 15:40:21.394918,PAID
INV31FB500E,MERCH013,246.48,INR,2026-08-14 17:38:21.394932,2026-08-29 17:38:21.394932,DISPUTED
INV73DA6DB4,MERCH004,1122.56,INR,2026-08-21 20:45:21.394947,2026-09-05 20:45:21.394947,PAID
INV3F02A6B7,MERCH005,3382.12,INR,2026-08-11 19:15:21.394961,2026-08-26 19:15:21.394961,PAID
INV800E2C3C,MERCH016,2553.41,INR,2026-08-23 19:37:21.394975,2026-09-07 19:37:21.394975,PAID
INVC632736C,MERCH002,249.11,INR,2026-07-26 11:51:21.394992,2026-08-10 11:51:21.394992,PAID
INV4C9475BC,MERCH017,1111.17,INR,2026-08-12 11:01:21.395006,2026-08-27 11:01:21.395006,PAID
